SexPosID,Label,Type,SemenPattern1,SemenPattern2,SemenPattern3,SemenTarget1,SemenTarget2,SemenTarget3,VoiceLabel1,VoiceLabel2,WaitLabel1,WaitLabel2,OrgasmType,dummy
126,*挿入,Insert,,,,,,,Insert,Waiting,,,,
126,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
126,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
127,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
127,*挿入,Insert,,,,,,,Insert,Waiting,,,,
127,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
127,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
128,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
128,*挿入,Insert,,,,,,,Insert,Waiting,,,,
128,*射精外,Orgasm,Belly,,,Maid1,,,Piston,Aibu,OrgasmWait,OrgasmWait,,
128,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,Aibu,OrgasmWait,OrgasmWait,,
129,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
129,*挿入,Insert,,,,,,,Insert,Waiting,,,,
129,*射精外,Orgasm,Belly,,,Maid1,,,Piston,Aibu,OrgasmWait,OrgasmWait,,
129,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,Aibu,OrgasmWait,OrgasmWait,,
130,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
130,*挿入,Insert,,,,,,,Insert,Waiting,,,,
130,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
130,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
131,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
131,*挿入,Insert,,,,,,,Insert,Waiting,,,,
131,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
131,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
132,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
132,*挿入,Insert,,,,,,,Insert,Waiting,,,,
132,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
132,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
133,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
133,*挿入,Insert,,,,,,,Insert,Waiting,,,,
133,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
133,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
134,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
134,*挿入,Insert,,,,,,,Insert,Waiting,,,,
134,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
134,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
134,*中だしせず、クンニ側は絶頂する,Orgasm,None,,,,,,,Aibu,OrgasmWait,OrgasmWait,,
135,*待機,Waiting,,,,,,,Waiting,Waiting,,,,
135,*挿入,Insert,,,,,,,Insert,Waiting,,,,
135,*射精外,Orgasm,Belly,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
135,*射精中,Orgasm,Vagina,,,Maid1,,,Piston,,OrgasmWait,OrgasmWait,,
135,*中だしせず、クンニ側は絶頂する,Orgasm,None,,,,,,,Aibu,OrgasmWait,OrgasmWait,,
